,age,workclass,fnlwgt,education,education.num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
4049,44,5,101593,12,13,2,10.0,4,3,0,0,0,60,1,0
4050,29,6,227890,12,13,5,5.0,0,0,0,0,0,40,1,0
4051,31,5,225053,3,9,4,11.0,0,3,0,0,0,45,1,0
4052,27,5,228472,12,13,2,9.0,4,3,0,0,0,45,1,1
4053,34,5,245378,12,13,2,7.0,4,3,0,0,0,45,1,0
4054,50,0,156623,7,15,2,5.0,4,1,0,7688,0,50,16,1
4055,27,5,35032,0,10,2,4.0,4,3,0,0,0,40,1,1
4056,31,5,258849,14,11,5,3.0,3,0,1,0,0,40,1,0
4057,46,5,190115,9,12,2,9.0,4,3,0,0,0,40,1,1
4058,39,5,63910,0,10,5,3.0,5,1,1,0,0,40,1,0
4059,40,5,510072,12,13,2,10.0,4,3,0,0,0,55,1,1
4060,28,5,210867,11,7,4,10.0,5,3,0,0,0,40,1,0
4061,18,5,263024,3,9,5,10.0,5,3,1,0,0,40,1,0
4062,51,5,306785,3,9,4,3.0,0,3,1,0,0,40,1,0
4063,58,0,104333,3,9,4,10.0,0,3,0,0,0,50,1,0
4064,66,5,340734,3,9,2,10.0,4,3,0,0,0,40,1,0
4065,36,6,288585,3,9,2,13.0,1,1,1,0,0,20,11,0
4066,38,5,241765,11,7,4,4.0,0,3,1,0,0,60,1,0
4067,25,5,111058,9,12,5,7.0,5,3,0,0,0,40,1,0
4068,25,5,104662,3,9,5,13.0,3,3,1,0,0,22,1,0
4069,90,5,313986,11,7,5,4.0,5,3,0,0,0,40,1,0
4070,41,4,52037,0,10,4,3.0,3,3,1,0,0,40,1,0
4072,33,5,131776,12,13,4,5.0,3,3,1,914,0,40,6,0
4073,33,5,254221,3,9,5,3.0,0,3,1,0,0,40,1,0
4074,35,5,152909,12,13,2,7.0,4,3,0,0,1887,45,1,1
4075,39,6,211785,3,9,5,9.0,5,0,1,0,0,20,1,0
4076,59,5,160362,3,9,2,10.0,4,3,0,0,0,60,1,0
4077,19,5,387215,0,10,5,2.0,5,3,0,0,1719,16,1,0
4078,39,5,187046,3,9,2,10.0,4,3,0,4064,0,38,1,0
4080,27,5,169631,3,9,5,4.0,5,3,1,0,0,40,1,0
4081,52,5,202956,6,4,2,9.0,4,3,0,0,0,40,1,0
4082,59,6,80467,3,9,4,13.0,5,3,1,0,0,24,1,0
4083,28,5,407672,0,10,4,9.0,3,3,1,0,0,40,1,0
4084,37,5,243425,3,9,4,13.0,2,3,1,0,0,50,39,0
4086,36,5,347491,12,13,2,7.0,4,3,0,0,0,50,1,1
4087,34,5,146161,12,13,2,5.0,4,3,0,0,0,60,1,1
4088,23,5,449432,0,10,5,3.0,5,3,0,0,0,40,1,0
4090,33,5,288825,3,9,4,9.0,0,3,0,0,2258,84,1,0
4091,27,4,134813,4,14,5,5.0,5,3,0,0,0,52,1,0
4092,31,4,190401,4,14,2,5.0,4,3,0,0,0,40,1,0
4093,21,5,260617,13,6,2,6.0,4,3,0,0,0,36,1,0
4094,31,5,45604,3,9,2,7.0,4,3,0,0,0,54,1,0
4095,59,5,67841,3,9,2,4.0,4,3,0,0,0,40,1,1
4096,40,4,244522,4,14,2,5.0,4,3,0,0,1902,48,1,1
4097,19,5,430471,11,7,5,4.0,5,3,0,0,0,40,1,0
4098,47,5,194698,3,9,2,11.0,4,3,0,0,0,50,1,0
4099,34,5,94235,12,13,5,9.0,3,3,0,0,0,40,1,0
4100,57,5,188330,3,9,2,13.0,4,3,0,0,0,78,1,0
4101,51,4,146181,15,5,2,11.0,4,0,0,0,0,40,1,0
4102,21,5,177125,0,10,5,4.0,0,3,0,0,0,20,1,0
4103,30,0,68330,0,10,2,10.0,4,3,0,0,0,50,1,0
4104,46,5,95636,0,10,4,4.0,0,3,0,0,0,45,1,0
4105,40,5,238329,12,13,5,10.0,0,3,1,0,0,45,1,0
4106,52,5,416129,1,1,2,13.0,0,3,0,0,0,40,37,0
4107,23,5,285004,12,13,5,10.0,0,1,0,0,0,50,28,0
4109,25,5,186294,3,9,5,3.0,0,3,1,0,0,50,1,0
4110,43,5,188786,0,10,4,11.0,0,3,0,0,0,45,1,0
4111,38,1,31352,0,10,4,,3,4,1,0,0,40,1,1
4112,22,5,197613,14,11,5,13.0,0,3,1,0,0,30,1,0
4113,33,4,161942,12,13,5,3.0,0,3,1,1055,0,40,1,0
4114,34,5,275438,0,10,2,5.0,4,3,0,5178,0,40,1,1
4115,65,5,361721,14,11,2,11.0,4,3,0,0,0,20,1,0
4116,50,5,144968,3,9,5,2.0,5,3,0,0,0,15,1,0
4117,29,5,190539,12,13,5,10.0,0,3,0,6849,0,48,1,0
4118,25,5,178037,3,9,2,11.0,4,3,0,0,0,40,1,0
4119,54,5,306985,0,10,4,3.0,0,3,1,0,0,40,1,0
4120,49,5,87928,3,9,2,3.0,4,3,0,0,0,40,1,1
4121,44,5,242619,0,10,2,6.0,4,3,0,0,0,40,1,0
4122,24,5,154165,15,5,4,13.0,5,3,1,0,0,40,1,0
4123,25,5,511331,12,13,5,10.0,0,3,0,0,0,38,1,0
4124,65,4,221026,3,9,2,11.0,4,3,0,0,0,20,1,0
4125,56,6,222182,3,9,2,7.0,4,0,0,0,0,45,1,0
4126,39,6,126569,7,15,2,5.0,4,3,0,15024,0,60,1,1
4127,23,5,202344,12,13,5,5.0,5,3,1,0,0,40,1,0
4128,20,5,190423,0,10,5,13.0,0,3,1,0,0,20,1,0
4129,24,5,238917,2,3,5,9.0,3,3,0,0,0,40,37,0
4130,41,5,221947,0,10,2,7.0,4,3,0,0,1887,50,1,1
4131,40,0,37997,0,10,2,1.0,4,3,0,0,0,50,1,0
4132,55,5,147098,3,9,2,9.0,4,3,0,0,0,50,1,1
4133,38,5,278253,3,9,4,3.0,3,3,1,0,0,48,1,0
4134,23,5,195411,3,9,5,3.0,3,0,1,0,0,40,1,0
4135,44,5,76196,12,13,2,7.0,4,3,0,0,0,50,1,0
4136,45,5,120131,0,10,2,9.0,4,3,0,0,1887,40,1,1
4137,20,6,186014,0,10,5,3.0,5,3,1,0,0,12,6,0
4138,29,5,205903,3,9,5,13.0,5,3,0,0,0,40,1,0
4139,43,1,125405,3,9,2,,4,3,0,0,0,40,1,0
4140,30,5,219838,5,8,4,6.0,0,3,0,0,0,40,1,0
4141,28,1,19395,0,10,5,3.0,0,3,1,0,0,38,1,0
4142,31,5,223327,3,9,2,7.0,4,3,0,0,0,40,1,1
4143,52,5,114062,3,9,4,9.0,3,3,1,0,0,40,1,0
4144,36,5,95654,12,13,2,5.0,1,3,1,0,0,50,14,1
4145,38,5,177305,3,9,2,9.0,4,3,0,0,0,45,1,0
4147,63,6,117681,14,11,2,1.0,4,3,0,0,0,40,1,0
4148,21,5,237651,0,10,5,13.0,5,3,0,0,0,35,1,0
4149,33,1,150570,3,9,4,3.0,0,3,0,0,0,40,1,0
4150,46,1,106705,0,10,4,5.0,3,3,1,1506,0,50,1,0
4152,47,0,175958,12,13,5,10.0,0,3,0,3325,0,60,1,0
4153,33,5,144064,10,16,2,5.0,4,3,0,0,0,55,1,1
4156,28,5,152951,3,9,4,4.0,0,3,0,0,0,40,1,0
4157,46,5,190487,3,9,4,8.0,3,3,1,0,0,28,27,0
4158,25,5,306666,0,10,2,10.0,4,0,0,0,0,45,1,0
4159,37,5,195148,3,9,2,9.0,5,3,0,3137,0,40,1,0
4160,31,6,226624,15,5,2,9.0,4,3,0,0,0,60,1,0
4161,49,5,157569,3,9,2,9.0,4,3,0,0,0,40,1,0
4162,22,1,22966,0,10,0,2.0,3,3,0,0,0,20,1,0
4163,52,5,379682,14,11,2,13.0,1,3,1,0,0,20,1,1
4164,29,5,446559,9,12,2,7.0,1,3,1,0,0,50,1,0
4165,18,5,41794,11,7,5,13.0,5,3,1,0,0,20,1,0
4166,31,4,90409,0,10,2,7.0,4,3,0,0,0,35,1,0
4167,23,5,125491,0,10,5,13.0,0,1,1,0,0,35,20,0
4169,54,6,104748,13,6,2,10.0,4,3,0,0,0,65,1,0
4170,50,4,169182,3,9,4,13.0,3,3,1,0,0,49,25,0
4172,24,5,122272,12,13,5,1.0,5,3,1,0,0,40,1,0
4174,49,0,289707,3,9,3,13.0,0,3,0,0,0,45,1,0
4175,54,4,137691,3,9,2,9.0,4,3,0,0,0,40,1,1
4176,41,5,84610,12,13,2,7.0,4,3,0,0,1902,60,1,1
4177,49,5,166789,3,9,2,3.0,4,3,0,0,0,40,1,0
4178,36,4,348728,12,13,5,5.0,0,3,1,0,0,35,1,0
4179,23,5,348092,3,9,5,11.0,5,0,0,0,0,40,29,0
4180,63,5,154526,0,10,1,13.0,0,3,1,0,0,40,1,0
4181,67,5,288371,3,9,2,10.0,4,3,0,0,0,40,5,1
4182,23,5,182342,3,9,5,9.0,0,3,0,0,0,40,1,0
4183,22,5,244366,12,13,5,5.0,5,3,0,0,0,40,1,0
4184,66,5,102423,14,11,2,3.0,4,3,0,0,0,30,1,0
4185,25,5,259688,11,7,2,9.0,4,3,0,0,0,50,1,0
4186,30,5,98733,0,10,4,6.0,3,3,1,0,0,20,1,0
4187,35,5,174856,3,9,2,11.0,4,3,0,2885,0,40,1,0
4188,67,6,141797,6,4,2,7.0,4,3,0,0,0,40,1,0
4189,30,5,327202,5,8,5,9.0,0,0,0,0,0,40,1,0
4190,26,5,76996,0,10,5,6.0,0,0,1,0,0,38,1,0
4191,34,5,260560,3,9,2,6.0,4,3,0,0,0,40,1,0
4192,21,5,370990,0,10,5,10.0,5,3,0,0,0,40,1,0
4193,18,5,129010,5,8,5,9.0,5,3,0,0,0,10,1,0
4194,21,5,452640,3,9,5,9.0,0,3,0,0,0,40,1,0
4195,76,0,120796,15,5,2,5.0,4,3,0,0,0,40,1,0
4197,26,5,229523,3,9,2,6.0,1,3,1,0,0,56,1,0
4198,18,5,127388,5,8,5,13.0,0,3,1,0,0,25,1,0
4200,34,5,119422,14,11,2,6.0,4,3,0,0,1672,50,1,0
4201,59,5,193895,3,9,4,7.0,0,3,1,0,0,40,1,0
4202,55,5,163083,12,13,3,7.0,0,3,0,14084,0,45,1,1
4203,33,6,155343,0,10,5,1.0,0,3,0,0,0,72,1,0
4204,25,5,73895,3,9,5,13.0,5,3,1,0,0,10,1,0
4205,48,5,107682,3,9,1,6.0,0,3,1,0,0,10,1,0
4206,64,5,321166,12,13,4,10.0,0,3,1,0,0,5,1,0
4207,47,4,154940,4,14,5,5.0,0,3,1,0,0,45,1,1
4208,26,5,103700,0,10,5,2.0,5,3,1,0,0,40,1,0
4209,36,5,63509,9,12,2,5.0,4,3,0,0,0,48,1,1
4210,21,5,243842,3,9,2,1.0,4,3,0,0,0,40,1,0
4212,30,5,58597,3,9,5,6.0,5,3,0,0,0,44,1,0
4213,41,6,190290,3,9,4,9.0,0,3,0,0,0,40,1,0
4215,34,5,62165,0,10,5,10.0,2,0,0,0,0,30,1,0
4217,24,5,280134,13,6,5,10.0,0,3,0,0,0,49,37,0
4218,26,5,118736,12,13,5,5.0,0,3,1,0,0,20,1,0
4219,25,5,171114,3,9,5,3.0,0,3,1,0,0,48,1,0
4220,35,5,169638,0,10,4,10.0,3,3,1,0,0,36,1,0
4221,41,5,125461,0,10,4,9.0,0,3,0,0,0,40,1,1
4222,33,5,145434,11,7,5,9.0,5,3,0,0,0,40,1,0
4223,18,5,152182,0,10,5,13.0,5,3,1,0,0,25,1,0
4224,27,0,233724,3,9,3,3.0,0,3,0,0,0,38,1,0
4225,32,5,153963,3,9,4,13.0,3,3,1,0,0,35,1,0
4226,51,4,88120,3,9,5,13.0,0,0,0,0,0,40,1,0
4227,38,5,96330,14,11,4,3.0,3,0,1,0,0,40,1,0
4228,41,4,66118,0,10,2,11.0,1,3,1,0,0,25,1,0
4229,26,5,182178,0,10,2,9.0,4,3,0,2829,0,40,1,0
4230,38,6,53628,14,11,4,7.0,3,3,0,0,0,35,1,0
4231,54,5,174865,15,5,2,7.0,4,3,0,0,0,45,1,1
4232,30,5,66194,12,13,5,5.0,0,3,1,0,0,60,7,0
4233,31,5,73796,0,10,1,7.0,3,3,1,0,0,30,1,0
4234,26,1,28366,12,13,5,5.0,0,3,0,0,0,40,1,0
4235,75,6,231741,10,16,2,5.0,4,3,0,4931,0,3,1,0
4236,29,5,237865,4,14,5,11.0,5,0,0,0,0,40,1,0
4237,61,5,195453,3,9,2,7.0,4,3,0,0,0,50,1,1
4238,24,5,116934,0,10,3,10.0,3,3,1,0,0,45,1,0
4240,34,5,456399,9,12,5,5.0,0,3,0,0,0,40,1,0
4241,42,5,263608,0,10,4,9.0,5,3,0,0,0,40,1,0
4242,24,5,263498,11,7,5,9.0,0,3,0,0,0,40,1,0
4244,27,2,469705,3,9,5,9.0,0,0,0,0,1980,40,1,0
4245,39,4,113253,12,13,2,5.0,1,3,1,0,0,50,1,1
4246,20,5,138768,3,9,5,4.0,5,3,0,0,0,40,1,0
4247,51,5,302146,11,7,5,13.0,0,0,1,0,0,40,1,0
4248,68,5,253866,12,13,2,10.0,4,3,0,0,0,30,1,0
4249,28,2,214858,3,9,5,6.0,5,3,0,0,0,48,1,0
4250,43,5,243476,3,9,4,2.0,0,3,1,0,0,40,1,0
4251,35,5,169104,0,10,0,9.0,0,3,0,0,0,40,1,0
4252,44,5,103218,3,9,4,3.0,3,0,1,0,0,40,1,0
4253,41,5,57233,12,13,5,4.0,0,3,0,0,0,40,1,0
4254,44,5,228320,3,9,2,2.0,4,3,0,0,0,45,1,1
4255,20,5,217421,3,9,2,3.0,2,3,1,0,0,40,1,0
4256,46,5,185041,3,9,2,9.0,4,3,0,0,0,75,1,1
4257,27,6,37302,9,12,2,11.0,4,3,0,7688,0,70,1,1
4258,32,5,261059,0,10,5,13.0,0,3,0,0,0,50,1,0
4259,46,5,59767,0,10,4,10.0,0,3,0,0,0,50,1,0
4260,26,5,333541,3,9,5,13.0,0,3,0,0,0,24,1,0
4261,20,5,133352,0,10,5,3.0,5,1,1,0,0,40,20,0
4262,36,5,99270,3,9,2,1.0,1,3,1,0,0,40,1,0
4263,49,5,204629,12,13,2,7.0,4,3,0,0,0,40,1,1
4264,32,5,34104,3,9,2,7.0,4,3,0,3103,0,55,1,1
4265,32,5,312667,12,13,2,5.0,4,3,0,15024,0,50,1,1
4266,49,5,329603,12,13,2,9.0,4,3,0,0,1902,40,1,1
4267,36,5,281021,3,9,5,11.0,0,3,0,0,0,45,1,0
4268,22,5,275385,0,10,5,13.0,2,3,0,0,0,25,1,0
4269,52,2,129177,3,9,4,3.0,0,3,1,0,0,40,1,0
4270,42,5,385591,3,9,2,7.0,4,3,0,0,0,50,1,1
4272,72,5,38360,3,9,1,13.0,3,3,1,0,0,16,1,0
4273,30,4,73796,12,13,3,5.0,0,3,1,0,0,40,1,0
4274,44,5,67671,0,10,2,4.0,4,3,0,0,0,40,1,0
4275,23,5,257621,12,13,5,10.0,0,3,1,0,0,45,1,0
4276,22,5,180052,0,10,5,10.0,5,3,0,0,0,20,1,0
4277,59,5,656036,12,13,3,3.0,3,3,0,0,0,60,1,0
4278,46,5,215943,3,9,4,5.0,3,3,1,0,0,40,1,0
4279,30,5,488720,14,11,2,4.0,4,3,0,0,0,40,21,0
4280,64,2,199298,6,4,1,13.0,3,3,1,0,0,30,4,0
4281,31,5,305692,0,10,2,10.0,1,0,1,0,0,40,1,0
4282,64,5,114994,3,9,2,13.0,4,3,0,0,0,20,1,0
4283,45,5,88265,3,9,5,6.0,5,3,1,0,0,40,1,0
4284,59,5,168569,3,9,2,6.0,4,3,0,0,1887,40,1,1
4285,32,5,175413,3,9,5,3.0,2,0,1,0,0,40,19,0
4286,43,5,161226,12,13,2,6.0,4,4,0,0,0,40,1,0
4288,23,5,208598,0,10,5,10.0,0,3,0,0,0,45,1,0
4289,49,6,200471,3,9,2,9.0,4,3,0,0,0,40,1,0
4290,32,5,256609,5,8,2,6.0,4,3,0,0,0,40,21,0
4291,49,5,176684,14,11,5,7.0,3,3,1,0,0,40,1,0
4292,33,5,206512,0,10,4,5.0,0,3,0,0,0,40,1,0
4293,28,5,212640,7,15,5,5.0,0,3,1,0,0,85,1,0
4294,47,5,148724,3,9,2,10.0,4,0,0,0,0,40,1,0
4295,41,5,266510,3,9,5,13.0,5,3,0,0,0,40,1,0
4296,34,4,240252,4,14,2,7.0,4,3,0,0,0,40,1,1
4297,25,5,358975,3,9,5,13.0,0,3,1,0,0,35,1,0
4299,21,5,434710,0,10,5,10.0,0,3,1,0,0,15,1,0
4301,46,5,241844,15,5,2,13.0,4,3,0,0,0,40,1,0
4302,37,5,191342,8,2,2,9.0,4,1,0,0,0,40,2,0
4303,41,5,221947,0,10,2,9.0,4,3,0,0,0,56,1,1
4304,44,5,111483,3,9,5,3.0,5,3,0,0,1504,50,1,0
4305,30,5,65278,3,9,2,2.0,4,3,0,0,0,40,1,1
4306,54,5,133403,0,10,2,6.0,4,3,0,0,0,40,1,0
4307,35,6,166416,3,9,2,1.0,4,3,0,0,0,99,1,0
4309,21,5,221480,0,10,5,2.0,5,3,1,0,0,25,27,0
4310,35,6,189878,4,14,2,10.0,4,3,0,0,0,40,1,1
4311,35,5,278403,7,15,2,5.0,4,3,0,0,0,80,1,1
4312,19,5,184710,0,10,5,9.0,5,3,0,0,0,20,1,0
4313,48,5,177775,3,9,4,7.0,0,3,1,0,0,40,1,0
4315,65,6,225473,0,10,1,9.0,0,3,1,0,0,35,1,0
4316,40,5,289403,12,13,3,3.0,3,0,0,0,0,35,1,0
4317,26,5,269060,3,9,5,3.0,0,3,1,0,0,40,1,0
4318,45,5,449354,0,10,2,7.0,4,3,0,0,0,40,1,0
4319,26,5,214413,0,10,5,9.0,5,3,0,0,0,40,1,0
4320,32,5,80058,3,9,2,3.0,4,3,0,0,0,40,1,0
4321,35,5,202027,12,13,4,7.0,0,3,0,27828,0,50,1,1
4322,22,6,123440,0,10,5,9.0,0,3,0,0,0,48,1,0
4323,37,5,191524,14,11,3,5.0,5,3,1,0,0,38,1,0
4324,25,5,308144,12,13,5,9.0,0,3,0,0,0,40,21,0
4326,46,5,205100,14,11,2,7.0,4,3,0,0,0,48,1,1
4327,30,5,195750,3,9,5,4.0,5,3,0,0,0,27,1,0
4328,63,5,149756,9,12,4,7.0,0,3,0,0,0,40,1,1
4329,51,4,240358,3,9,2,,4,3,0,0,0,40,1,1
4330,68,6,241174,6,4,2,7.0,4,3,0,0,0,16,1,0
4331,36,5,356838,10,16,2,5.0,4,3,0,0,0,50,5,0
4332,28,0,115705,0,10,5,7.0,0,3,0,0,0,50,1,0
4333,41,4,137142,0,10,2,10.0,4,3,0,0,0,40,1,0
4334,47,5,296066,0,10,2,5.0,4,3,0,0,0,40,1,0
4335,22,5,401335,0,10,5,13.0,3,0,1,0,0,30,1,0
4337,34,0,186824,7,15,2,5.0,4,3,0,15024,0,40,1,1
4338,46,2,162187,12,13,2,5.0,4,3,0,0,0,40,1,1
4339,28,5,98010,0,10,0,3.0,5,3,1,0,0,40,1,0
4340,36,5,172538,3,9,2,9.0,4,3,0,0,0,52,1,1
4341,18,5,80163,0,10,5,10.0,5,3,1,0,0,20,1,0
4342,33,4,43959,4,14,2,5.0,4,3,0,7688,0,50,1,1
4343,51,5,162632,3,9,2,11.0,4,3,0,7298,0,60,1,1
4344,56,6,115422,3,9,2,7.0,4,3,0,0,0,35,1,0
4345,54,5,100933,3,9,5,3.0,3,3,1,0,0,40,1,0
4346,29,5,270379,3,9,5,7.0,3,0,1,0,0,40,1,0
4347,40,5,20109,0,10,4,4.0,0,4,1,0,0,84,1,0
4348,53,5,114758,4,14,2,7.0,4,3,0,15024,0,65,1,1
4349,22,5,100345,3,9,5,4.0,5,3,0,0,0,35,1,0
4350,33,5,184901,3,9,2,6.0,4,3,0,0,0,40,1,1
4351,28,5,87239,3,9,4,11.0,0,3,0,0,0,50,1,0
4352,63,5,127363,0,10,2,5.0,1,3,1,0,0,12,1,0
4353,53,2,199720,10,16,2,5.0,4,3,0,15024,0,60,6,1
4354,37,5,143058,13,6,2,9.0,4,3,0,0,0,50,1,0
4355,50,2,36489,0,10,4,7.0,3,3,0,0,0,40,1,0
4356,22,5,141698,3,9,5,9.0,5,3,0,0,0,40,1,0
4357,40,2,26358,9,12,5,3.0,0,3,1,0,0,40,1,0
4358,22,5,195532,12,13,5,5.0,0,3,1,8614,0,40,1,1
4359,21,5,30039,0,10,5,5.0,5,3,0,0,0,40,1,0
4360,25,5,125159,9,12,2,4.0,4,0,0,0,0,40,19,0
4361,20,5,246250,0,10,5,9.0,0,3,1,0,0,40,1,0
4362,43,2,77370,3,9,2,11.0,4,3,0,0,0,40,1,0
4363,29,5,355569,14,11,5,7.0,3,3,1,0,0,50,1,0
4364,32,5,180603,12,13,2,10.0,4,3,0,0,0,40,1,1
4365,42,5,201785,4,14,2,10.0,4,3,0,0,0,50,1,1
4366,33,5,256211,3,9,2,6.0,4,1,0,0,0,40,11,0
4367,27,5,146764,0,10,2,7.0,1,3,1,0,0,40,1,1
4369,29,5,200515,0,10,2,6.0,4,3,0,0,0,38,1,0
4370,29,5,52636,3,9,2,11.0,4,3,0,0,0,40,1,0
4371,20,5,27049,0,10,5,7.0,5,3,1,0,0,20,1,0
4372,35,5,111128,13,6,5,3.0,5,3,0,0,0,40,1,0
4373,31,6,348038,12,13,2,5.0,4,3,0,0,1902,50,4,1
4374,33,5,93930,3,9,5,9.0,0,3,0,0,0,50,1,0
4375,67,5,397831,0,10,2,7.0,4,3,0,0,1539,40,1,0
4376,46,5,33794,0,10,2,5.0,4,3,0,0,0,10,1,0
4377,45,5,178215,15,5,2,6.0,1,3,1,0,0,40,1,1
4378,17,4,191910,11,7,5,10.0,5,3,0,0,0,20,1,0
4379,35,5,340110,12,13,2,7.0,4,3,0,0,1848,70,1,1
4380,48,6,133694,12,13,0,7.0,0,0,0,0,0,40,19,1
4381,49,5,148398,3,9,4,6.0,0,0,1,0,0,40,1,0
4382,20,5,133515,0,10,5,10.0,2,3,1,0,0,40,1,0
4383,27,5,181667,3,9,2,6.0,4,3,0,5013,0,46,5,0
4384,64,5,159715,0,10,2,9.0,4,3,0,0,0,20,1,0
4385,53,2,174040,0,10,3,9.0,0,0,0,0,0,40,1,0
4386,52,5,117700,3,9,4,3.0,0,3,1,0,0,40,1,0
4387,29,5,37215,3,9,2,9.0,4,3,0,0,0,55,1,0
4388,32,0,46807,3,9,2,9.0,4,3,0,99999,0,40,1,1
4389,48,6,317360,12,13,2,5.0,1,3,1,0,0,20,1,1
4390,30,5,425627,0,10,5,9.0,2,3,0,0,0,40,21,0
4391,34,5,82623,3,9,2,13.0,4,3,0,0,0,20,1,0
4393,39,5,140854,3,9,5,5.0,0,3,0,0,0,50,1,0
4394,28,5,185061,11,7,5,4.0,2,3,0,0,0,40,1,0
4396,54,5,282680,12,13,5,5.0,0,3,1,0,0,50,1,0
4397,24,5,137591,0,10,5,10.0,5,3,0,0,1762,40,1,0
4398,25,5,198163,3,9,5,7.0,5,3,1,0,0,40,1,0
4399,25,5,132749,11,7,4,13.0,3,3,1,0,0,12,1,0
4400,48,4,31264,0,10,2,7.0,1,3,1,5178,0,40,1,1
4401,24,5,399449,12,13,5,10.0,5,3,1,0,0,40,1,0
4402,31,5,27494,0,10,2,10.0,4,1,0,0,0,50,28,0
4403,47,5,368561,0,10,2,9.0,4,3,0,0,0,40,1,1
4405,19,5,406078,0,10,5,3.0,5,3,1,0,0,25,1,0
4406,52,0,100506,0,10,2,10.0,4,3,0,15024,0,50,1,1
4407,52,5,29658,3,9,2,3.0,4,3,0,0,0,40,1,0
4409,60,5,181953,3,9,2,11.0,4,3,0,0,0,28,1,0
4410,43,5,304175,4,14,2,5.0,4,3,0,0,0,50,1,1
4411,24,5,170070,9,12,4,13.0,5,3,1,0,0,30,1,0
4413,51,5,194908,3,9,5,3.0,0,3,1,0,0,40,1,0
4414,38,6,357962,15,5,4,9.0,0,3,0,0,0,40,1,0
4415,21,5,214716,0,10,5,3.0,5,3,1,0,0,10,1,0
4416,40,0,207578,3,9,2,3.0,4,3,0,0,0,50,1,1
4417,54,5,146409,0,10,1,7.0,3,3,1,0,0,40,1,0
4418,35,5,341643,12,13,5,13.0,2,3,0,0,0,50,1,0
4419,52,5,131631,11,7,3,6.0,3,0,0,0,0,40,1,0
4420,53,5,88842,3,9,2,7.0,4,3,0,99999,0,40,1,1
4422,35,5,417136,3,9,4,9.0,3,0,0,0,0,40,1,0
4423,43,6,336763,0,10,4,10.0,3,3,1,0,880,42,1,0
4424,29,5,209301,12,13,2,9.0,4,3,0,0,0,40,5,0
4425,29,5,120986,3,9,2,11.0,4,4,0,0,0,65,1,0
4426,27,5,51025,3,9,5,13.0,0,3,1,0,0,40,1,0
4427,58,5,218281,12,13,2,3.0,4,3,0,0,0,40,21,0
4428,64,5,114994,3,9,2,4.0,4,3,0,0,0,18,1,0
4429,53,5,335481,3,9,2,3.0,1,0,1,0,0,32,1,0
4430,21,5,174503,3,9,5,3.0,0,3,1,0,0,30,1,0
4431,40,6,230478,9,12,4,7.0,0,3,0,0,0,30,1,0
4432,52,1,149650,10,16,2,5.0,4,3,0,0,0,40,14,1
4433,38,5,149419,14,11,5,2.0,0,3,0,0,0,50,1,0
4435,39,5,185099,3,9,2,7.0,4,3,0,0,0,40,1,0
4437,68,5,128472,10,16,2,5.0,4,3,0,0,0,55,1,1
4438,24,5,124971,3,9,5,10.0,0,3,0,0,0,38,1,0
4439,40,0,344060,7,15,2,5.0,4,3,0,0,0,50,1,1
4440,43,0,286750,7,15,2,5.0,4,0,0,0,0,99,1,1
4441,38,5,296999,12,13,5,7.0,0,3,1,0,0,70,1,0
4442,45,5,123681,3,9,2,10.0,4,3,0,0,0,40,1,1
4443,18,5,232024,11,7,5,6.0,5,3,0,0,0,55,1,0
4444,57,4,52267,4,14,2,7.0,4,3,0,0,0,50,1,1
4445,49,5,119182,3,9,3,13.0,0,0,1,0,0,35,1,0
4446,25,5,191230,0,10,5,7.0,5,3,1,0,0,40,36,0
4447,52,2,23780,0,10,4,3.0,0,3,0,0,0,40,1,0
4448,56,5,184553,13,6,4,9.0,0,3,0,0,0,56,1,0
4449,26,0,242651,0,10,5,10.0,0,3,0,0,0,48,1,0
4450,19,5,246226,3,9,5,9.0,0,3,1,0,0,40,1,0
4451,25,0,86745,12,13,5,3.0,5,1,1,0,0,40,1,0
4452,25,5,106889,3,9,2,3.0,1,3,1,0,0,30,1,0
4453,21,5,460835,3,9,5,10.0,2,3,0,0,0,45,1,0
4454,48,6,213140,6,4,2,9.0,4,3,0,0,0,40,17,0
4455,33,1,37070,4,14,2,5.0,4,3,0,0,0,60,5,0
4456,31,1,93589,3,9,4,,5,2,0,0,0,40,1,0
4457,26,6,213258,3,9,4,1.0,3,3,0,0,0,65,1,0
4458,37,1,46814,12,13,5,5.0,0,3,0,0,0,38,1,0
4460,20,5,284737,0,10,5,13.0,5,3,0,0,0,20,1,0
4462,49,5,197418,3,9,1,3.0,3,3,1,0,0,20,1,0
4464,49,5,185041,4,14,2,7.0,4,3,0,0,1977,40,1,1
4465,51,5,159604,0,10,2,5.0,1,3,1,0,0,40,1,1
4466,40,5,123557,0,10,2,10.0,4,3,0,0,0,40,1,0
4467,24,5,275421,14,11,5,6.0,5,3,1,0,0,40,1,0
4468,18,5,167147,5,8,5,10.0,5,3,0,0,0,24,1,0
4469,41,5,197583,13,6,2,11.0,4,0,0,0,0,40,1,1
4470,46,5,175109,3,9,2,3.0,4,3,0,0,1485,40,1,1
4471,46,5,117502,3,9,2,3.0,1,3,1,0,0,40,1,0
4472,64,5,180401,13,6,2,11.0,4,3,0,0,0,40,1,1
4473,50,6,146603,7,15,2,5.0,4,3,0,0,0,40,1,1
